City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
241,Quartucciu,IT,2022-04-11 00:30:58,39.2519,9.1794,51.01,68,0,3.44,clear sky
242,Pizarro,CO,2022-04-11 00:30:58,4.9533,-77.366,78.15,89,100,4.52,moderate rain
243,Middletown,US,2022-04-11 00:30:59,39.5151,-84.3983,58.35,35,0,11.5,clear sky
244,Warri,NG,2022-04-11 00:28:19,5.5167,5.75,78.39,89,45,4.47,scattered clouds
245,Keti Bandar,PK,2022-04-11 00:30:59,24.1447,67.4497,79.25,80,62,12.5,broken clouds
246,Rudbar,AF,2022-04-11 00:30:59,30.15,62.6,76.39,14,57,4.34,broken clouds
247,Chabahar,IR,2022-04-11 00:31:00,25.2919,60.643,81.23,54,5,7.52,clear sky
248,Feijo,BR,2022-04-11 00:31:00,-8.1642,-70.3536,71.96,99,100,2.21,overcast clouds
249,Saint-Pierre,RE,2022-04-11 00:31:00,-21.3393,55.4781,76.68,78,75,12.66,broken clouds
250,Itapaci,BR,2022-04-11 00:31:01,-14.9508,-49.5494,72.72,78,71,1.48,broken clouds
251,General Pico,AR,2022-04-11 00:31:01,-35.6566,-63.7568,60.12,96,57,10.45,broken clouds
252,Kralendijk,BQ,2022-04-11 00:30:36,12.15,-68.2667,80.58,78,40,16.11,scattered clouds
253,Road Town,VG,2022-04-11 00:29:39,18.4167,-64.6167,78.89,78,20,5.75,few clouds
254,Ostrovnoy,RU,2022-04-11 00:30:45,68.0531,39.5131,34.43,77,81,22.66,broken clouds
255,Viedma,AR,2022-04-11 00:29:45,-40.8135,-62.9967,56.79,52,100,4.25,overcast clouds
256,Raudeberg,NO,2022-04-11 00:31:02,61.9875,5.1352,35.87,82,81,16.37,broken clouds
257,Kapchorwa,UG,2022-04-11 00:31:03,1.3965,34.4509,59.54,63,43,4.05,scattered clouds
258,Sao Joao Da Barra,BR,2022-04-11 00:26:54,-21.6403,-41.0511,74.97,89,20,8.93,few clouds
259,San Ignacio,BZ,2022-04-11 00:31:03,17.1561,-89.0714,82.54,74,40,4.61,scattered clouds
260,Bolobo,CD,2022-04-11 00:31:04,-2.1667,16.2333,73.4,91,100,2.08,overcast clouds
261,Bardiyah,LY,2022-04-11 00:31:04,31.7561,25.0865,60.21,81,0,15.08,clear sky
262,Batticaloa,LK,2022-04-11 00:31:05,7.7102,81.6924,78.31,83,83,4.21,broken clouds
263,Gurlan,UZ,2022-04-11 00:31:05,41.8447,60.3919,59.07,48,100,11.88,overcast clouds
264,Saint-Joseph,RE,2022-04-11 00:31:05,-21.3667,55.6167,75.58,79,29,15.19,scattered clouds
265,Challans,FR,2022-04-11 00:31:06,46.8436,-1.8749,48.96,61,100,16.69,overcast clouds
266,Rio Grande,BR,2022-04-11 00:31:06,-32.035,-52.0986,71.94,89,100,16.58,overcast clouds
267,Novouzensk,RU,2022-04-11 00:31:06,50.4592,48.1431,48.29,87,43,3.94,scattered clouds
268,Asfi,MA,2022-04-11 00:31:07,32.2994,-9.2372,60.17,89,0,8.12,clear sky
269,Montepuez,MZ,2022-04-11 00:31:07,-13.1256,38.9997,66.56,99,18,3.78,few clouds
270,Atar,MR,2022-04-11 00:26:35,20.5169,-13.0499,77.45,7,9,0.98,clear sky
271,Chincha Alta,PE,2022-04-11 00:31:08,-13.4099,-76.1323,66.79,78,76,2.55,broken clouds
272,Deseronto,CA,2022-04-11 00:31:09,44.2001,-77.0494,42.6,66,21,6.29,few clouds
273,Krasnoselkup,RU,2022-04-11 00:31:09,65.7,82.4667,16.99,95,100,11.3,overcast clouds
274,Jadu,LY,2022-04-11 00:31:10,31.953,12.0261,50.67,74,5,5.26,clear sky
275,Chitral,PK,2022-04-11 00:31:10,35.8462,71.7858,60.35,38,100,7.05,overcast clouds
276,Khash,IR,2022-04-11 00:30:16,28.2211,61.2158,64.38,15,93,1.86,overcast clouds
277,Khudumelapye,BW,2022-04-11 00:31:11,-23.8833,24.75,58.48,94,28,11.12,light rain
278,Miraflores,MX,2022-04-11 00:31:11,19.2167,-98.8083,72.36,53,100,4.43,overcast clouds
279,Lagoa,PT,2022-04-11 00:31:11,39.05,-27.9833,56.8,66,100,29.8,overcast clouds
280,Remedios,CU,2022-04-11 00:31:12,22.4947,-79.5458,74.32,60,88,13.35,overcast clouds
281,Shepetivka,UA,2022-04-11 00:31:12,50.1855,27.0637,34.41,80,100,10.4,overcast clouds
282,Santiago,CL,2022-04-11 00:32:13,-33.4569,-70.6483,62.85,55,0,12.66,clear sky
283,Ariano Irpino,IT,2022-04-11 00:32:14,41.1489,15.0833,38.34,77,0,1.41,clear sky
284,Tabou,CI,2022-04-11 00:32:14,4.423,-7.3528,80.11,87,100,5.86,overcast clouds
285,Geilo,NO,2022-04-11 00:32:14,60.5333,8.2076,13.03,92,13,9.44,few clouds
286,Kharhial,IN,2022-04-11 00:32:15,20.2833,82.7667,83.16,46,48,6.04,scattered clouds
287,Kalaleh,IR,2022-04-11 00:32:15,37.3807,55.4916,49.6,93,40,0.0,scattered clouds
288,Karasuk,RU,2022-04-11 00:32:16,53.7377,78.0403,31.55,78,6,7.92,clear sky
289,Umm Lajj,SA,2022-04-11 00:32:16,25.0213,37.2685,77.41,49,5,4.79,clear sky
290,Onega,RU,2022-04-11 00:32:16,63.9061,38.1404,31.95,89,17,10.96,few clouds
291,Bayonet Point,US,2022-04-11 00:32:17,28.3267,-82.6834,67.3,64,4,5.44,clear sky
292,Ormara,PK,2022-04-11 00:32:17,25.2088,64.6357,79.9,75,100,7.63,overcast clouds
293,Iskateley,RU,2022-04-11 00:32:18,67.6803,53.1512,35.42,100,100,15.79,overcast clouds
294,Jaleswar,NP,2022-04-11 00:32:18,26.6471,85.8008,76.8,62,0,10.38,clear sky
295,Bongandanga,CD,2022-04-11 00:32:19,1.5,21.05,69.57,93,100,1.9,light rain
296,Maxixe,MZ,2022-04-11 00:32:19,-23.8597,35.3472,75.27,88,100,10.78,light rain
297,Puerto Maldonado,PE,2022-04-11 00:32:19,-12.6,-69.1833,77.4,88,0,0.0,clear sky
298,Darnah,LY,2022-04-11 00:32:20,32.767,22.6367,57.85,75,0,24.07,clear sky
299,Rumonge,BI,2022-04-11 00:32:20,-3.9736,29.4386,71.49,74,100,4.0,overcast clouds
300,Zwedru,LR,2022-04-11 00:32:20,6.0667,-8.1281,71.74,92,93,3.2,overcast clouds
301,San Cristobal,VE,2022-04-11 00:31:59,7.7669,-72.225,73.58,67,50,1.39,scattered clouds
302,Puerto Colombia,CO,2022-04-11 00:32:21,10.9878,-74.9547,80.69,83,100,25.84,overcast clouds
303,Olinda,BR,2022-04-11 00:32:21,-8.0089,-34.8553,82.13,74,40,5.75,scattered clouds
304,Bull Savanna,JM,2022-04-11 00:32:22,17.8868,-77.5902,74.77,81,67,4.21,broken clouds
305,Sao Filipe,CV,2022-04-11 00:32:22,14.8961,-24.4956,71.89,75,79,7.47,broken clouds
306,San Andres,CO,2022-04-11 00:32:22,12.5847,-81.7006,80.62,78,20,10.36,few clouds
307,Tromso,NO,2022-04-11 00:32:23,69.6496,18.957,35.62,69,20,10.36,few clouds
308,Galle,LK,2022-04-11 00:32:24,6.0367,80.217,80.87,81,100,8.57,overcast clouds
309,Pangody,RU,2022-04-11 00:32:24,65.85,74.4859,33.22,100,100,9.17,overcast clouds
310,Havre-Saint-Pierre,CA,2022-04-11 00:32:24,50.2334,-63.5986,34.16,93,100,6.91,overcast clouds
311,Nador,MA,2022-04-11 00:32:25,35.174,-2.9287,61.05,88,100,4.61,overcast clouds
312,Gazojak,TM,2022-04-11 00:32:25,41.1875,61.4036,61.79,55,26,21.41,scattered clouds
313,Ambagarh Chauki,IN,2022-04-11 00:32:26,20.7833,80.7167,79.93,49,55,9.51,broken clouds
314,Vredendal,ZA,2022-04-11 00:32:26,-31.6683,18.5012,72.64,30,0,7.76,clear sky
315,Comarapa,BO,2022-04-11 00:32:26,-17.9,-64.4833,59.72,92,99,3.38,overcast clouds
316,Cayenne,GF,2022-04-11 00:30:05,4.9333,-52.3333,80.1,1,75,7.0,broken clouds
317,Palencia,ES,2022-04-11 00:32:27,42.4167,-4.5,56.79,79,5,11.48,clear sky
318,Fuerte Olimpo,PY,2022-04-11 00:32:27,-21.0415,-57.8738,86.34,47,7,7.9,clear sky
319,Bonavista,CA,2022-04-11 00:32:28,48.6499,-53.1147,31.24,98,100,15.86,snow
320,Voyvozh,RU,2022-04-11 00:32:28,62.892,54.9635,36.57,99,100,7.2,overcast clouds
321,Hobyo,SO,2022-04-11 00:32:28,5.3505,48.5268,81.95,74,45,10.4,scattered clouds
322,Vestmanna,FO,2022-04-11 00:32:29,62.1564,-7.1664,25.72,80,75,1.14,broken clouds
323,Puerto Carreno,CO,2022-04-11 00:32:29,6.189,-67.4859,84.09,63,100,4.9,overcast clouds
324,Rudsar,IR,2022-04-11 00:32:29,37.1376,50.288,49.98,67,5,5.82,clear sky
325,Cabedelo,BR,2022-04-11 00:32:30,-6.9811,-34.8339,79.47,77,21,10.87,few clouds
326,Touros,BR,2022-04-11 00:32:30,-5.1989,-35.4608,78.3,88,100,8.88,overcast clouds
327,Den Helder,NL,2022-04-11 00:29:13,52.9599,4.7593,40.01,81,100,5.01,overcast clouds
328,Kalmunai,LK,2022-04-11 00:33:30,7.4167,81.8167,77.97,85,66,3.56,broken clouds
329,Hole Narsipur,IN,2022-04-11 00:33:31,12.7828,76.2431,71.91,53,92,3.49,overcast clouds
330,Awjilah,LY,2022-04-11 00:33:31,29.1081,21.2869,65.46,34,0,17.58,clear sky
331,Salisbury,GB,2022-04-11 00:30:52,51.0693,-1.7957,49.01,72,100,8.05,overcast clouds
332,Hit,IQ,2022-04-11 00:33:31,33.6416,42.8251,70.52,20,10,6.2,clear sky
333,San Pedro,PH,2022-04-11 00:33:32,14.35,121.0167,81.63,75,100,5.75,overcast clouds
334,Limon,CR,2022-04-11 00:33:32,10.0,-83.0333,76.89,88,40,3.44,scattered clouds
335,Port-Gentil,GA,2022-04-11 00:33:32,-0.7193,8.7815,79.95,85,0,9.35,clear sky
336,Tafresh,IR,2022-04-11 00:33:33,34.692,50.013,50.83,28,98,5.82,overcast clouds
337,Klaksvik,FO,2022-04-11 00:33:33,62.2266,-6.589,27.52,66,100,9.48,overcast clouds
338,Laguna,US,2022-04-11 00:33:33,38.421,-121.4238,75.49,20,0,6.91,clear sky
339,Suoyarvi,RU,2022-04-11 00:33:14,62.0833,32.35,31.75,91,69,12.06,broken clouds
340,Sault Sainte Marie,CA,2022-04-11 00:33:34,46.5168,-84.3333,46.69,40,0,5.75,clear sky
341,Barabinsk,RU,2022-04-11 00:33:34,55.3571,78.357,27.1,79,14,5.23,few clouds
342,Kaniv,UA,2022-04-11 00:33:34,49.7518,31.46,35.11,97,100,18.48,light snow
343,Kedougou,SN,2022-04-11 00:33:35,12.5579,-12.1743,93.78,27,0,0.0,clear sky
344,Yuty,PY,2022-04-11 00:33:35,-26.6,-56.25,69.53,98,100,7.38,overcast clouds
345,Clarence Town,AU,2022-04-11 00:33:35,-32.5833,151.7833,79.14,65,0,5.14,clear sky
346,Bagotville,AU,2022-04-11 00:33:36,-28.9833,153.4167,78.82,79,0,4.9,clear sky
347,Zaltan,LY,2022-04-11 00:33:36,32.947,11.8665,58.84,65,1,8.72,clear sky
348,Gamba,GA,2022-04-11 00:33:36,-2.65,10.0,75.2,94,100,1.45,moderate rain
349,Sandnessjoen,NO,2022-04-11 00:33:36,66.0217,12.6316,39.07,75,100,7.36,overcast clouds
350,Mwinilunga,ZM,2022-04-11 00:33:37,-11.7358,24.4293,57.99,98,45,4.21,scattered clouds
351,Alabaster,US,2022-04-11 00:33:37,33.2443,-86.8164,75.13,32,0,9.22,clear sky
352,Guarapari,BR,2022-04-11 00:33:15,-20.6667,-40.4975,77.9,90,2,7.87,clear sky
353,Zhezkazgan,KZ,2022-04-11 00:33:37,47.8043,67.7144,50.61,35,100,16.71,overcast clouds
354,Edd,ER,2022-04-11 00:33:38,13.9297,41.6925,87.89,34,0,20.67,clear sky
355,Killybegs,IE,2022-04-11 00:33:38,54.6333,-8.45,46.62,78,100,20.4,overcast clouds
356,Nazilli,TR,2022-04-11 00:33:38,37.9163,28.3223,52.52,85,0,5.12,clear sky
357,Wattegama,LK,2022-04-11 00:33:39,6.7989,81.4808,74.86,92,85,1.48,overcast clouds
358,Boddam,GB,2022-04-11 00:33:39,57.4667,-1.7833,39.58,83,98,9.69,overcast clouds
359,Aswan,EG,2022-04-11 00:33:39,24.0934,32.907,81.7,13,0,10.36,clear sky
360,Aripuana,BR,2022-04-11 00:33:40,-9.1667,-60.6333,73.65,95,100,2.21,light rain
361,Barinas,VE,2022-04-11 00:33:40,8.6226,-70.2075,84.47,48,77,0.67,broken clouds
362,Kabalo,CD,2022-04-11 00:33:40,-6.05,26.9167,70.03,88,80,4.27,broken clouds
363,Visnes,NO,2022-04-11 00:33:41,59.3556,5.2242,39.25,81,20,11.5,few clouds
364,Puerto Cabezas,NI,2022-04-11 00:33:41,14.0351,-83.3888,77.16,85,37,8.93,scattered clouds
365,Hammerfest,NO,2022-04-11 00:33:41,70.6634,23.6821,36.05,93,75,14.97,broken clouds
366,Walvis Bay,NA,2022-04-11 00:33:42,-22.9575,14.5053,57.09,100,0,5.75,clear sky
367,Urucara,BR,2022-04-11 00:33:42,-2.5364,-57.76,73.96,98,100,1.3,overcast clouds
368,Chernelytsya,UA,2022-04-11 00:33:42,48.8121,25.4248,35.69,76,100,9.53,overcast clouds
369,Cotacachi,EC,2022-04-11 00:33:43,0.3,-78.2667,58.55,94,99,2.57,overcast clouds
370,Camacha,PT,2022-04-11 00:33:43,33.0833,-16.3333,58.42,77,75,16.11,broken clouds
371,Nanortalik,GL,2022-04-11 00:33:43,60.1432,-45.2371,30.47,74,100,2.95,overcast clouds
372,Siderno,IT,2022-04-11 00:33:44,38.2779,16.302,47.34,63,0,9.22,clear sky
373,Saint-Louis,SN,2022-04-11 00:34:44,16.3333,-15.0,73.04,39,8,13.69,clear sky
374,Palakkad,IN,2022-04-11 00:34:44,10.7833,76.65,77.07,90,98,1.07,overcast clouds
375,Canico,PT,2022-04-11 00:34:45,32.6333,-16.85,62.71,81,40,5.75,scattered clouds
376,Meulaboh,ID,2022-04-11 00:34:45,4.1363,96.1285,77.63,87,100,3.58,heavy intensity rain
377,Fort Atkinson,US,2022-04-11 00:34:45,42.9289,-88.8371,58.35,53,100,3.0,overcast clouds
378,Venancio Aires,BR,2022-04-11 00:34:45,-29.6064,-52.1919,73.72,97,100,0.34,overcast clouds
379,Iquique,CL,2022-04-11 00:31:25,-20.2208,-70.1431,64.74,75,34,3.18,scattered clouds
380,Bama,NG,2022-04-11 00:34:46,11.5221,13.6856,86.4,33,100,7.87,overcast clouds
381,Artyom,AZ,2022-04-11 00:34:46,40.4723,50.333,51.94,88,25,11.23,scattered clouds
382,Brokopondo,SR,2022-04-11 00:34:46,4.75,-55.1667,76.19,88,100,10.71,overcast clouds
383,Rocha,UY,2022-04-11 00:34:27,-34.4833,-54.3333,66.13,91,100,11.7,overcast clouds
384,Bay City,US,2022-04-11 00:31:04,43.5945,-83.8889,51.91,53,0,6.91,clear sky
385,Muros,ES,2022-04-11 00:34:47,42.7762,-9.0603,56.68,89,99,15.1,overcast clouds
386,Sarny,UA,2022-04-11 00:34:47,51.338,26.6019,33.01,84,100,7.07,overcast clouds
387,Marystown,CA,2022-04-11 00:34:47,47.1666,-55.1483,39.85,100,100,10.0,overcast clouds
388,Polczyn-Zdroj,PL,2022-04-11 00:34:48,53.7642,16.0957,35.1,95,99,11.25,overcast clouds
389,Planaltina,BR,2022-04-11 00:33:03,-15.4528,-47.6142,69.6,65,20,3.51,light rain
390,Tevriz,RU,2022-04-11 00:34:48,57.509,72.4042,26.51,91,96,3.87,overcast clouds
391,Stephenville,US,2022-04-11 00:34:48,32.2207,-98.2023,82.24,48,0,19.57,clear sky
392,Alibag,IN,2022-04-11 00:34:49,18.6411,72.8792,82.47,79,100,3.15,overcast clouds
393,Grindavik,IS,2022-04-11 00:34:49,63.8424,-22.4338,37.35,75,100,17.27,overcast clouds
394,Matagami,CA,2022-04-11 00:34:49,49.7502,-77.6328,30.31,74,100,8.05,overcast clouds
395,Menongue,AO,2022-04-11 00:34:50,-14.6585,17.691,61.32,96,100,4.43,overcast clouds
396,Saint-Francois,FR,2022-04-11 00:34:50,46.4154,3.9054,41.68,74,0,2.3,clear sky
397,Eirunepe,BR,2022-04-11 00:34:50,-6.6603,-69.8736,73.44,99,100,1.25,overcast clouds
398,Opochka,RU,2022-04-11 00:34:51,56.7105,28.6617,31.14,93,68,4.81,broken clouds
399,Sao Jose Do Rio Pardo,BR,2022-04-11 00:34:51,-21.5956,-46.8886,67.37,86,72,3.42,broken clouds
400,Athmallik,IN,2022-04-11 00:34:51,20.7219,84.5348,84.25,45,5,2.66,clear sky
401,Gobabis,NA,2022-04-11 00:34:52,-22.45,18.9667,60.22,67,0,7.14,clear sky
402,Hillside,US,2022-04-11 00:34:52,40.7012,-74.2301,46.98,48,75,21.85,broken clouds
403,Serenje,ZM,2022-04-11 00:34:52,-13.2325,30.2352,61.34,95,99,8.68,overcast clouds
404,Julio De Castilhos,BR,2022-04-11 00:34:52,-29.2269,-53.6817,65.07,85,100,2.53,overcast clouds
405,Domoni,KM,2022-04-11 00:34:53,-12.2569,44.5319,80.47,83,52,9.75,broken clouds
406,Mahajanga,MG,2022-04-11 00:34:53,-15.7167,46.3167,75.22,78,20,4.61,few clouds
407,Nyalikungu,TZ,2022-04-11 00:34:53,-3.1833,33.7833,62.82,74,100,7.0,overcast clouds
408,Qaqortoq,GL,2022-04-11 00:34:54,60.7167,-46.0333,27.97,68,100,1.1,overcast clouds
409,Tsaratanana,MG,2022-04-11 00:34:54,-16.7833,47.65,69.06,81,12,10.69,few clouds
410,Phalaborwa,ZA,2022-04-11 00:34:54,-23.943,31.1411,67.28,83,99,11.27,overcast clouds
411,Sukhumi,GE,2022-04-11 00:34:55,43.0033,41.0153,58.17,63,13,7.76,few clouds
412,Saint Leonard,CA,2022-04-11 00:34:55,47.173,-67.9247,37.22,99,100,4.21,overcast clouds
413,Monte Azul Paulista,BR,2022-04-11 00:34:55,-20.9072,-48.6414,72.9,73,2,6.64,clear sky
414,Kargil,IN,2022-04-11 00:31:30,34.5667,76.1,29.68,58,41,3.62,scattered clouds
415,Karakol,KG,2022-04-11 00:34:56,42.4907,78.3936,47.7,48,8,4.72,clear sky
416,Taltal,CL,2022-04-11 00:30:20,-25.4,-70.4833,61.86,78,10,3.56,clear sky
417,Kulhudhuffushi,MV,2022-04-11 00:34:56,6.6221,73.07,83.82,73,82,10.92,broken clouds
418,Springdale,US,2022-04-11 00:34:02,36.1867,-94.1288,73.53,59,75,19.57,broken clouds
419,Gravdal,NO,2022-04-11 00:34:56,68.1214,13.5031,36.9,64,0,10.49,clear sky
420,Olocuilta,SV,2022-04-11 00:34:57,13.5697,-89.1172,84.06,61,0,6.91,clear sky
421,Praia,CV,2022-04-11 00:34:57,14.9215,-23.5087,70.34,73,20,18.41,few clouds
422,Kangaatsiaq,GL,2022-04-11 00:35:57,68.3065,-53.4641,17.6,84,100,7.0,overcast clouds
423,Soroti,UG,2022-04-11 00:35:58,1.7146,33.6111,67.26,79,100,1.81,overcast clouds
424,Yekaterinovka,RU,2022-04-11 00:35:58,52.0508,44.3451,47.61,88,95,9.1,overcast clouds
425,Halifax,CA,2022-04-11 00:33:02,44.6453,-63.5724,42.8,94,100,4.61,overcast clouds
426,Yalova,TR,2022-04-11 00:35:58,40.655,29.2769,50.94,81,77,7.52,broken clouds
427,Padre Bernardo,BR,2022-04-11 00:35:59,-15.35,-48.5,70.56,71,6,2.82,clear sky
428,Sidi Ali,DZ,2022-04-11 00:35:59,36.0998,0.4206,62.01,52,100,5.39,overcast clouds
429,Wismar,DE,2022-04-11 00:35:59,53.9,11.4667,39.25,91,63,4.0,broken clouds
430,Arlit,NE,2022-04-11 00:35:59,18.7369,7.3853,81.84,10,0,1.39,clear sky
431,Surgut,RU,2022-04-11 00:36:00,61.25,73.4167,28.58,50,0,7.0,clear sky
432,Dolores,AR,2022-04-11 00:36:00,-36.3132,-57.6792,65.71,87,99,9.84,overcast clouds
433,Phalombe,MW,2022-04-11 00:36:00,-15.8064,35.6507,62.91,96,21,2.89,few clouds
434,Itaporanga,BR,2022-04-11 00:36:01,-7.3044,-38.1503,78.03,68,83,4.07,broken clouds
435,Gat,IL,2022-04-11 00:36:01,31.61,34.7642,67.41,79,1,4.5,clear sky
436,Fraserburgh,GB,2022-04-11 00:36:01,57.6874,-2.0184,39.11,85,94,10.27,overcast clouds
437,Rantoul,US,2022-04-11 00:36:02,40.3084,-88.1559,63.82,50,0,16.11,clear sky
438,Siedlce,PL,2022-04-11 00:36:02,52.1677,22.2901,31.48,92,15,6.82,few clouds
439,Urubicha,BO,2022-04-11 00:36:03,-15.3833,-62.95,73.92,92,28,2.62,scattered clouds
440,Paranaiba,BR,2022-04-11 00:36:03,-19.6772,-51.1908,76.93,72,19,1.25,few clouds
441,Maturin,VE,2022-04-11 00:36:04,9.75,-63.1767,77.81,69,86,8.75,overcast clouds
442,Oswego,US,2022-04-11 00:36:04,43.4501,-76.1497,40.95,73,100,5.99,overcast clouds
443,Luau,AO,2022-04-11 00:36:05,-10.7073,22.2247,62.42,86,100,3.65,overcast clouds
444,Ler,SS,2022-04-11 00:36:06,8.3018,30.1418,82.11,54,99,4.38,light rain
445,Starosubkhangulovo,RU,2022-04-11 00:36:06,53.1031,57.4423,37.98,92,34,6.67,scattered clouds
446,Athy,IE,2022-04-11 00:36:06,52.9914,-6.9803,47.35,77,100,18.1,overcast clouds
447,Sovetskiy,RU,2022-04-11 00:36:07,61.3614,63.5842,32.2,97,60,7.63,broken clouds
448,Ouagadougou,BF,2022-04-11 00:36:07,12.3642,-1.5383,91.42,31,67,3.87,broken clouds
449,Damghan,IR,2022-04-11 00:36:08,36.1683,54.348,52.88,44,0,6.13,clear sky
450,Miandoab,IR,2022-04-11 00:36:08,36.9694,46.1027,48.58,51,10,3.98,clear sky
451,Kayerkan,RU,2022-04-11 00:36:09,69.3497,87.7602,-6.03,96,77,4.05,broken clouds
452,Puerto Del Rosario,ES,2022-04-11 00:36:09,28.5004,-13.8627,64.15,72,0,8.05,clear sky
453,Morant Bay,JM,2022-04-11 00:36:09,17.8815,-76.4093,78.42,84,14,10.63,few clouds
454,Naryan-Mar,RU,2022-04-11 00:36:10,67.6713,53.087,35.55,100,100,15.79,overcast clouds
455,Petropavlivka,UA,2022-04-11 00:36:10,48.4564,36.4367,52.3,76,100,8.25,overcast clouds
456,Manono,CD,2022-04-11 00:36:10,-7.3,27.4167,69.64,84,98,3.74,overcast clouds
457,Thinadhoo,MV,2022-04-11 00:36:11,0.5333,72.9333,83.5,67,12,11.79,few clouds
458,Andra,RU,2022-04-11 00:36:11,62.5147,65.8878,33.87,100,100,8.1,overcast clouds
459,Warmbad,NA,2022-04-11 00:36:12,-28.45,18.7333,64.99,55,3,8.79,clear sky
460,Lovozero,RU,2022-04-11 00:36:12,68.005,35.0117,25.41,96,98,11.23,light snow
461,Pisco,PE,2022-04-11 00:36:12,-13.7,-76.2167,68.05,73,0,17.27,clear sky
462,Sao Jose Da Coroa Grande,BR,2022-04-11 00:36:13,-8.8978,-35.1478,78.4,76,11,6.73,few clouds
463,San Gavino Monreale,IT,2022-04-11 00:36:13,39.5514,8.7917,50.47,85,11,3.58,few clouds
464,Volchansk,RU,2022-04-11 00:32:20,59.9378,60.081,33.57,98,100,5.82,overcast clouds
465,Delta Del Tigre,UY,2022-04-11 00:36:14,-34.7633,-56.3853,71.71,77,100,1.01,overcast clouds
466,Atocha,BO,2022-04-11 00:36:14,-20.9333,-66.2333,49.48,20,0,11.03,clear sky
467,Bahia Honda,CU,2022-04-11 00:36:14,22.9036,-83.1592,68.47,70,2,10.18,clear sky
468,Coro,VE,2022-04-11 00:36:15,11.4045,-69.6734,78.08,80,90,16.87,overcast clouds
469,Lumeje,AO,2022-04-11 00:36:15,-11.55,20.7833,64.0,91,100,2.37,overcast clouds
470,Chissamba,AO,2022-04-11 00:36:16,-12.1667,17.3333,61.32,99,97,2.89,overcast clouds
471,Boda,CF,2022-04-11 00:37:16,4.3189,17.4695,69.42,89,100,1.03,light rain
472,Bria,CF,2022-04-11 00:37:16,6.5423,21.9863,68.94,95,100,6.67,light rain
473,Bubaque,GW,2022-04-11 00:37:17,11.2833,-15.8333,76.24,68,1,11.01,clear sky
474,Gazli,UZ,2022-04-11 00:37:17,40.1333,63.45,71.08,40,99,13.11,overcast clouds
475,Beswan,IN,2022-04-11 00:37:17,27.65,77.8833,82.72,11,53,3.8,broken clouds
476,Antalaha,MG,2022-04-11 00:37:18,-14.9003,50.2788,73.83,91,92,6.85,light rain
477,Abu Dhabi,AE,2022-04-11 00:37:18,24.4667,54.3667,78.96,76,0,2.3,clear sky
478,Trincomalee,LK,2022-04-11 00:37:18,8.5711,81.2335,78.44,83,33,8.12,scattered clouds
479,Luziania,BR,2022-04-11 00:37:19,-16.2525,-47.9503,73.09,80,76,1.34,broken clouds
